Date,Price,Return
2010-01-01,86.41930389404297,
2010-01-08,86.97930145263672,0.006459100456968514
2010-01-15,84.53487396240234,-0.028506017174799503
2010-01-22,82.16605377197266,-0.028421913213986905
2010-01-29,80.55406951904297,-0.01981361562369255
2010-02-05,81.83307647705078,0.015752889789739655
2010-02-12,83.93700408935547,0.025385046383721743
2010-02-19,83.75533294677734,-0.0021667205176223447
2010-02-26,85.24627685546875,0.017644596305959936
2010-03-05,87.37284088134766,0.024640047345276805
2010-03-12,88.57617950439453,0.013678477805452616
2010-03-19,88.2810287475586,-0.0033377325556891435
2010-03-26,89.51850891113281,0.013920172820934162
2010-04-02,90.25559997558594,0.008200237502710372
2010-04-09,92.17058563232422,0.02099540693438584
2010-04-16,91.9654541015625,-0.002228044177742916
2010-04-23,91.84381103515625,-0.0013235794623760455
2010-04-30,85.82528686523438,-0.06777574639132578
2010-05-07,88.14300537109375,0.026646874748522897
2010-05-14,81.72172546386719,-0.07564067246389161
2010-05-21,84.1686782836914,0.029502976095442612
2010-05-28,84.13067626953125,-0.00045160024418233746
2010-06-04,82.94517517089844,-0.014191410483599398
2010-06-11,85.21732330322266,0.02702488888850052
2010-06-18,81.6305160522461,-0.04300157503395052
2010-06-25,78.4608154296875,-0.03960382962626241
2010-07-02,81.82038116455078,0.041927037402225587
2010-07-09,83.7444839477539,0.02324393416097159
2010-07-16,83.57649230957031,-0.0020080171463057184
2010-07-23,84.21024322509766,0.007554279274430087
2010-07-30,86.16487884521484,0.022946089299873407
2010-08-06,82.94277954101562,-0.03811168972499157
2010-08-13,82.3701171875,-0.006928251280182707
2010-08-20,80.34672546386719,-0.02487137770094705
2010-08-27,83.58416748046875,0.039502780002715454
2010-09-03,84.69125366210938,0.013158215826895692
2010-09-10,86.31758117675781,0.01902096519479901
2010-09-17,85.89765930175781,-0.0048767194594603325
2010-09-24,87.60872650146484,0.019724031064955128
2010-10-01,88.95974731445312,0.015303379480714696
2010-10-08,90.1649169921875,0.013456414479401602
2010-10-15,90.67923736572266,0.005688010895692486
2010-10-22,90.88645935058594,0.0022826126144464
2010-10-29,93.8494873046875,0.03208127204698563
2010-11-05,93.3735580444336,-0.005084099390865404
2010-11-12,92.08399200439453,-0.01390708357667858
2010-11-19,92.26821899414062,0.0019986421651676523
2010-11-26,94.07979583740234,0.01944355475998627
2010-12-03,95.00096893310547,0.009743776792051406
2010-12-10,95.81460571289062,0.008528042980110229
2010-12-17,96.4133529663086,0.0062295744475395765
2010-12-24,97.01302337646484,0.006200522832113364
2010-12-31,98.30168914794922,0.013195979502050648
2011-01-07,99.05787658691406,0.007663080698415037
2011-01-14,98.83412170410156,-0.0022613847967489775
2011-01-21,100.30799865722656,0.014802532610660002
2011-01-28,100.91761016845703,0.0060590039187138345
2011-02-04,102.10595703125,0.011706625497495793
2011-02-11,103.59526062011719,0.014480513334170553
2011-02-18,101.03333282470703,-0.025041091507490343
2011-02-25,102.99331665039062,0.019213608873574373
2011-03-04,100.2694091796875,-0.02680344401043655
2011-03-11,98.6566390991211,-0.016215125485498305
2011-03-18,101.01016998291016,0.023575674933125512
2011-03-25,102.75879669189453,0.017163257612809346
2011-04-01,103.32450866699219,0.005490142882465854
2011-04-08,101.96051025390625,-0.013289021220245445
2011-04-15,103.68102264404297,0.01673351207304208
2011-04-22,105.48680877685547,0.017266813787846225
2011-04-29,103.54926300048828,-0.018538439321728717
2011-05-06,104.68856811523438,0.010942454372767862
2011-05-13,104.37857055664062,-0.002965533347321525
2011-05-20,103.07655334472656,-0.012552442988964074
2011-05-27,102.09226989746094,-0.009594937310899887
2011-06-03,100.28646087646484,-0.017846311632041534
2011-06-10,98.65896606445312,-0.016361583613803354
2011-06-17,99.43397521972656,0.007824742310446275
2011-06-24,102.78533172607422,0.03314879707414331
2011-07-01,105.42562866210938,0.025363107385897088
2011-07-08,101.9753189086914,-0.033274950215552934
2011-07-15,104.74803161621094,0.02682695485130271
2011-07-22,101.4223403930664,-0.032264381023769495
2011-07-29,93.66497802734375,-0.07956903402326176
2011-08-05,91.3829345703125,-0.024665602782502738
2011-08-12,89.18655395507812,-0.024328461733236217
2011-08-19,90.5650863647461,0.015338490756527712
2011-08-26,94.19456481933594,0.03929370304307955
2011-09-02,92.7147445678711,-0.01583496485846858
2011-09-09,94.57621002197266,0.01987844799764904
2011-09-16,87.90142059326172,-0.07318999871726017
2011-09-23,90.85360717773438,0.03303353278605048
2011-09-30,91.19807434082031,0.0037842833562384826
2011-10-07,94.34525299072266,0.03392717561151404
2011-10-14,95.24556732177734,0.009497517834848423
2011-10-21,100.70227813720703,0.05570994685987163
2011-10-28,98.8390121459961,-0.018676035885109243
2011-11-04,97.32805633544922,-0.015405090195744542
2011-11-11,95.59785461425781,-0.017936917866666846
2011-11-18,91.25283813476562,-0.046516283706428574
2011-11-25,97.83692932128906,0.06966801136418788
2011-12-02,97.03840637207031,-0.008195264070704589
2011-12-09,95.65267944335938,-0.014383133626189704
2011-12-16,98.07178497314453,0.024976001756590982
2011-12-23,99.36341857910156,0.013084313333094677
2011-12-30,100.87609100341797,0.015108918348418321
2012-01-06,102.03421783447266,0.011415284061495612
2012-01-13,103.57056427001953,0.014944934792862519
2012-01-20,103.90143585205078,0.0031895567820274806
2012-01-27,104.5317153930664,0.006047804376013488
2012-02-03,106.64313507080078,0.019997552133277807
2012-02-10,107.18679809570312,0.00508501488379931
2012-02-17,107.64373016357422,0.004253890362892143
2012-02-24,108.51036834716797,0.008018749894832311
2012-03-02,107.96673583984375,-0.0050225510191692635
